date,v.name,v.score,h.name,h.score
03/01/13,New York Knicks,96,Washington Wizards,88
03/02/13,Brooklyn Nets,85,Chicago Bulls,96
03/02/13,Toronto Raptors,114,Milwaukee Bucks,122
03/02/13,Golden State Warriors,97,Philadelphia 76ers,104
03/02/13,Minnesota Timberwolves,94,Portland Trail Blazers,109
03/03/13,Dallas Mavericks,103,Houston Rockets,136
03/03/13,Chicago Bulls,92,Indiana Pacers,97
03/03/13,Oklahoma City Thunder,108,Los Angeles Clippers,104
03/03/13,Atlanta Hawks,98,Los Angeles Lakers,99
03/03/13,Miami Heat,99,New York Knicks,93
03/03/13,Memphis Grizzlies,108,Orlando Magic,82
03/03/13,Charlotte Bobcats,83,Sacramento Kings,119
03/03/13,Detroit Pistons,75,San Antonio Spurs,114
03/03/13,Philadelphia 76ers,87,Washington Wizards,90
03/04/13,New York Knicks,102,Cleveland Cavaliers,97
03/04/13,Atlanta Hawks,88,Denver Nuggets,104
03/04/13,Toronto Raptors,118,Golden State Warriors,125
03/04/13,Utah Jazz,108,Milwaukee Bucks,109
03/04/13,Miami Heat,97,Minnesota Timberwolves,81
03/04/13,Orlando Magic,105,New Orleans Hornets,102
03/04/13,Charlotte Bobcats,105,Portland Trail Blazers,122
03/05/13,Los Angeles Lakers,105,Oklahoma City Thunder,122
03/05/13,Boston Celtics,109,Philadelphia 76ers,101
03/05/13,Denver Nuggets,120,Sacramento Kings,113
03/06/13,Philadelphia 76ers,96,Atlanta Hawks,107
03/06/13,Brooklyn Nets,99,Charlotte Bobcats,78
03/06/13,Utah Jazz,101,Cleveland Cavaliers,104
03/06/13,Houston Rockets,108,Dallas Mavericks,112
03/06/13,New York Knicks,87,Detroit Pistons,77
03/06/13,Sacramento Kings,83,Golden State Warriors,87
03/06/13,Boston Celtics,83,Indiana Pacers,81
03/06/13,Milwaukee Bucks,101,Los Angeles Clippers,117
03/06/13,Portland Trail Blazers,85,Memphis Grizzlies,91
03/06/13,Orlando Magic,96,Miami Heat,97
03/06/13,Washington Wizards,82,Minnesota Timberwolves,87
03/06/13,Los Angeles Lakers,108,New Orleans Hornets,102
03/06/13,Toronto Raptors,98,Phoenix Suns,71
03/06/13,Chicago Bulls,83,San Antonio Spurs,101
03/07/13,Los Angeles Clippers,92,Denver Nuggets,107
03/07/13,Oklahoma City Thunder,95,New York Knicks,94
03/08/13,Atlanta Hawks,102,Boston Celtics,107
03/08/13,Washington Wizards,78,Brooklyn Nets,95
03/08/13,Oklahoma City Thunder,116,Charlotte Bobcats,94
03/08/13,Utah Jazz,88,Chicago Bulls,89
03/08/13,Memphis Grizzlies,103,Cleveland Cavaliers,92
03/08/13,Dallas Mavericks,102,Detroit Pistons,99
03/08/13,Houston Rockets,94,Golden State Warriors,88
03/08/13,Toronto Raptors,116,Los Angeles Lakers,118
03/08/13,Philadelphia 76ers,93,Miami Heat,102
03/08/13,Indiana Pacers,115,Orlando Magic,86
03/08/13,Phoenix Suns,112,Sacramento Kings,121
03/08/13,Portland Trail Blazers,136,San Antonio Spurs,106
03/09/13,Brooklyn Nets,93,Atlanta Hawks,80
03/09/13,Minnesota Timberwolves,88,Denver Nuggets,111
03/09/13,Milwaukee Bucks,103,Golden State Warriors,93
03/09/13,New Orleans Hornets,85,Memphis Grizzlies,96
03/09/13,Utah Jazz,84,New York Knicks,113
03/09/13,Houston Rockets,105,Phoenix Suns,107
03/09/13,Charlotte Bobcats,87,Washington Wizards,104
03/10/13,Detroit Pistons,97,Los Angeles Clippers,129
03/10/13,Chicago Bulls,81,Los Angeles Lakers,90
03/10/13,Indiana Pacers,91,Miami Heat,105
03/10/13,Dallas Mavericks,100,Minnesota Timberwolves,77
03/10/13,Portland Trail Blazers,96,New Orleans Hornets,98
03/10/13,Boston Celtics,79,Oklahoma City Thunder,91
03/10/13,Philadelphia 76ers,91,Orlando Magic,99
03/10/13,Milwaukee Bucks,115,Sacramento Kings,113
03/10/13,Cleveland Cavaliers,96,Toronto Raptors,100
03/11/13,New York Knicks,63,Golden State Warriors,92
03/11/13,Brooklyn Nets,97,Philadelphia 76ers,106
03/11/13,Denver Nuggets,108,Phoenix Suns,93
03/11/13,Oklahoma City Thunder,93,San Antonio Spurs,105
03/11/13,Detroit Pistons,90,Utah Jazz,103
03/12/13,New Orleans Hornets,98,Brooklyn Nets,108
03/12/13,Boston Celtics,74,Charlotte Bobcats,100
03/12/13,Washington Wizards,90,Cleveland Cavaliers,95
03/12/13,Atlanta Hawks,81,Miami Heat,98
03/12/13,Dallas Mavericks,115,Milwaukee Bucks,108
03/12/13,San Antonio Spurs,83,Minnesota Timberwolves,107
03/12/13,Los Angeles Lakers,106,Orlando Magic,97
03/12/13,Memphis Grizzlies,102,Portland Trail Blazers,97
03/13/13,Los Angeles Lakers,92,Atlanta Hawks,96
03/13/13,Toronto Raptors,88,Boston Celtics,112
03/13/13,New York Knicks,94,Denver Nuggets,117
03/13/13,Detroit Pistons,97,Golden State Warriors,105
03/13/13,Phoenix Suns,81,Houston Rockets,111
03/13/13,Minnesota Timberwolves,91,Indiana Pacers,107
03/13/13,Memphis Grizzlies,96,Los Angeles Clippers,85
03/13/13,Utah Jazz,87,Oklahoma City Thunder,110
03/13/13,Miami Heat,98,Philadelphia 76ers,94
03/13/13,Chicago Bulls,79,Sacramento Kings,121
03/13/13,Milwaukee Bucks,93,Washington Wizards,106
03/14/13,New York Knicks,90,Portland Trail Blazers,105
03/14/13,Dallas Mavericks,91,San Antonio Spurs,92
03/15/13,Phoenix Suns,94,Atlanta Hawks,107
03/15/13,Cleveland Cavaliers,86,Dallas Mavericks,96
03/15/13,Memphis Grizzlies,80,Denver Nuggets,87
03/15/13,Chicago Bulls,113,Golden State Warriors,95
03/15/13,Minnesota Timberwolves,100,Houston Rockets,108
03/15/13,Los Angeles Lakers,99,Indiana Pacers,93
03/15/13,Miami Heat,107,Milwaukee Bucks,94
03/15/13,Orlando Magic,104,Oklahoma City Thunder,117
03/15/13,Charlotte Bobcats,78,Toronto Raptors,92
03/15/13,New Orleans Hornets,87,Washington Wizards,96
03/16/13,Charlotte Bobcats,88,Boston Celtics,105
03/16/13,Indiana Pacers,91,Philadelphia 76ers,98
03/16/13,Detroit Pistons,101,Portland Trail Blazers,112
03/16/13,Cleveland Cavaliers,113,San Antonio Spurs,119
03/16/13,Memphis Grizzlies,84,Utah Jazz,90
03/16/13,Phoenix Suns,105,Washington Wizards,127
03/17/13,Atlanta Hawks,105,Brooklyn Nets,93
03/17/13,Oklahoma City Thunder,107,Dallas Mavericks,101
03/17/13,Golden State Warriors,108,Houston Rockets,78
03/17/13,New York Knicks,80,Los Angeles Clippers,93
03/17/13,Sacramento Kings,102,Los Angeles Lakers,113
03/17/13,Orlando Magic,109,Milwaukee Bucks,115
03/17/13,New Orleans Hornets,95,Minnesota Timberwolves,97
03/17/13,Miami Heat,108,Toronto Raptors,91
03/18/13,Dallas Mavericks,127,Atlanta Hawks,113
03/18/13,Miami Heat,105,Boston Celtics,103
03/18/13,Washington Wizards,114,Charlotte Bobcats,119
03/18/13,Denver Nuggets,119,Chicago Bulls,118
03/18/13,Indiana Pacers,111,Cleveland Cavaliers,90
03/18/13,Brooklyn Nets,119,Detroit Pistons,82
03/18/13,Minnesota Timberwolves,77,Memphis Grizzlies,92
03/18/13,Golden State Warriors,93,New Orleans Hornets,72
03/18/13,Portland Trail Blazers,100,Philadelphia 76ers,101
03/18/13,Los Angeles Lakers,76,Phoenix Suns,99
03/18/13,New York Knicks,90,Utah Jazz,83
03/19/13,Orlando Magic,73,Indiana Pacers,95
03/19/13,Portland Trail Blazers,95,Milwaukee Bucks,102
03/19/13,Denver Nuggets,114,Oklahoma City Thunder,104
03/19/13,Los Angeles Clippers,101,Sacramento Kings,116
03/20/13,Milwaukee Bucks,90,Atlanta Hawks,98
03/20/13,Toronto Raptors,101,Charlotte Bobcats,107
03/20/13,Miami Heat,98,Cleveland Cavaliers,95
03/20/13,Brooklyn Nets,113,Dallas Mavericks,96
03/20/13,Utah Jazz,93,Houston Rockets,100
03/20/13,Philadelphia 76ers,72,Los Angeles Clippers,101
03/20/13,Oklahoma City Thunder,89,Memphis Grizzlies,90
03/20/13,Boston Celtics,86,New Orleans Hornets,87
03/20/13,Orlando Magic,94,New York Knicks,106
03/20/13,Washington Wizards,88,Phoenix Suns,79
03/20/13,Golden State Warriors,93,San Antonio Spurs,104
03/21/13,Portland Trail Blazers,99,Chicago Bulls,89
03/21/13,Philadelphia 76ers,100,Denver Nuggets,101
03/21/13,Minnesota Timberwolves,98,Sacramento Kings,101
03/22/13,Portland Trail Blazers,104,Atlanta Hawks,93
03/22/13,Boston Celtics,94,Dallas Mavericks,104
03/22/13,Cleveland Cavaliers,78,Houston Rockets,116
03/22/13,Milwaukee Bucks,78,Indiana Pacers,102
03/22/13,Washington Wizards,103,Los Angeles Lakers,100
03/22/13,Detroit Pistons,89,Miami Heat,103
03/22/13,Memphis Grizzlies,83,New Orleans Hornets,90
03/22/13,Oklahoma City Thunder,97,Orlando Magic,89
03/22/13,Minnesota Timberwolves,117,Phoenix Suns,86
03/22/13,Utah Jazz,97,San Antonio Spurs,104
03/22/13,New York Knicks,99,Toronto Raptors,94
03/23/13,Detroit Pistons,92,Charlotte Bobcats,91
03/23/13,Indiana Pacers,84,Chicago Bulls,87
03/23/13,Sacramento Kings,95,Denver Nuggets,101
03/23/13,Washington Wizards,92,Golden State Warriors,101
03/23/13,Brooklyn Nets,95,Los Angeles Clippers,101
03/23/13,Boston Celtics,106,Memphis Grizzlies,110
03/23/13,Toronto Raptors,84,New York Knicks,110
03/24/13,Utah Jazz,108,Dallas Mavericks,113
03/24/13,San Antonio Spurs,95,Houston Rockets,96
03/24/13,Charlotte Bobcats,77,Miami Heat,109
03/24/13,Atlanta Hawks,104,Milwaukee Bucks,99
03/24/13,Chicago Bulls,104,Minnesota Timberwolves,97
03/24/13,Portland Trail Blazers,83,Oklahoma City Thunder,103
03/24/13,Brooklyn Nets,102,Phoenix Suns,100
03/24/13,Philadelphia 76ers,117,Sacramento Kings,103
03/25/13,Los Angeles Lakers,103,Golden State Warriors,109
03/25/13,Atlanta Hawks,94,Indiana Pacers,100
03/25/13,Denver Nuggets,86,New Orleans Hornets,110
03/25/13,Miami Heat,108,Orlando Magic,94
03/25/13,Philadelphia 76ers,91,Utah Jazz,107
03/25/13,Memphis Grizzlies,94,Washington Wizards,107
03/26/13,New York Knicks,100,Boston Celtics,85
03/26/13,Los Angeles Clippers,102,Dallas Mavericks,109
03/26/13,Minnesota Timberwolves,105,Detroit Pistons,82
03/27/13,Orlando Magic,108,Charlotte Bobcats,114
03/27/13,Miami Heat,97,Chicago Bulls,101
03/27/13,Boston Celtics,93,Cleveland Cavaliers,92
03/27/13,Sacramento Kings,105,Golden State Warriors,98
03/27/13,Indiana Pacers,100,Houston Rockets,91
03/27/13,Los Angeles Lakers,120,Minnesota Timberwolves,117
03/27/13,Los Angeles Clippers,105,New Orleans Hornets,91
03/27/13,Memphis Grizzlies,101,New York Knicks,108
03/27/13,Washington Wizards,80,Oklahoma City Thunder,103
03/27/13,Milwaukee Bucks,92,Philadelphia 76ers,100
03/27/13,Brooklyn Nets,111,Portland Trail Blazers,93
03/27/13,Denver Nuggets,99,San Antonio Spurs,100
03/27/13,Atlanta Hawks,107,Toronto Raptors,88
03/27/13,Phoenix Suns,88,Utah Jazz,103
03/28/13,Indiana Pacers,103,Dallas Mavericks,78
03/28/13,Los Angeles Lakers,103,Milwaukee Bucks,113
03/28/13,Sacramento Kings,117,Phoenix Suns,103
03/29/13,Atlanta Hawks,107,Boston Celtics,118
03/29/13,Philadelphia 76ers,97,Cleveland Cavaliers,87
03/29/13,Brooklyn Nets,87,Denver Nuggets,109
03/29/13,Toronto Raptors,99,Detroit Pistons,82
03/29/13,Houston Rockets,94,Memphis Grizzlies,103
03/29/13,Oklahoma City Thunder,93,Minnesota Timberwolves,101
03/29/13,Miami Heat,108,New Orleans Hornets,89
03/29/13,Charlotte Bobcats,102,New York Knicks,111
03/29/13,Washington Wizards,92,Orlando Magic,97
03/29/13,Utah Jazz,105,Portland Trail Blazers,95
03/29/13,Los Angeles Clippers,102,San Antonio Spurs,104
03/30/13,Orlando Magic,88,Atlanta Hawks,97
03/30/13,Chicago Bulls,98,Dallas Mavericks,100
03/30/13,Portland Trail Blazers,98,Golden State Warriors,125
03/30/13,Los Angeles Clippers,81,Houston Rockets,98
03/30/13,Oklahoma City Thunder,109,Milwaukee Bucks,99
03/30/13,Memphis Grizzlies,99,Minnesota Timberwolves,86
03/30/13,Charlotte Bobcats,92,Philadelphia 76ers,100
03/30/13,Indiana Pacers,112,Phoenix Suns,104
03/30/13,Los Angeles Lakers,103,Sacramento Kings,98
03/30/13,Brooklyn Nets,107,Utah Jazz,116
03/31/13,Detroit Pistons,94,Chicago Bulls,95
03/31/13,Cleveland Cavaliers,92,New Orleans Hornets,112
03/31/13,Boston Celtics,89,New York Knicks,108
03/31/13,Miami Heat,88,San Antonio Spurs,86
03/31/13,Toronto Raptors,92,Washington Wizards,109
04/01/13,Cleveland Cavaliers,94,Atlanta Hawks,102
04/01/13,Orlando Magic,103,Houston Rockets,111
04/01/13,Indiana Pacers,109,Los Angeles Clippers,106
04/01/13,San Antonio Spurs,90,Memphis Grizzlies,92
04/01/13,Charlotte Bobcats,102,Milwaukee Bucks,131
04/01/13,Boston Celtics,100,Minnesota Timberwolves,110
04/01/13,Detroit Pistons,108,Toronto Raptors,98
04/01/13,Portland Trail Blazers,102,Utah Jazz,112
04/02/13,Dallas Mavericks,81,Los Angeles Lakers,101
04/02/13,New York Knicks,102,Miami Heat,90
04/02/13,Chicago Bulls,86,Washington Wizards,90
04/03/13,New York Knicks,95,Atlanta Hawks,82
04/03/13,Detroit Pistons,93,Boston Celtics,98
04/03/13,Philadelphia 76ers,83,Charlotte Bobcats,88
04/03/13,Brooklyn Nets,113,Cleveland Cavaliers,95
04/03/13,New Orleans Hornets,88,Golden State Warriors,98
04/03/13,Phoenix Suns,101,Los Angeles Clippers,126
04/03/13,Minnesota Timberwolves,107,Milwaukee Bucks,98
04/03/13,Memphis Grizzlies,94,Portland Trail Blazers,76
04/03/13,Houston Rockets,112,Sacramento Kings,102
04/03/13,Orlando Magic,84,San Antonio Spurs,98
04/03/13,Washington Wizards,78,Toronto Raptors,88
04/03/13,Denver Nuggets,113,Utah Jazz,96
04/04/13,Chicago Bulls,92,Brooklyn Nets,90
04/04/13,Dallas Mavericks,94,Denver Nuggets,95
04/04/13,San Antonio Spurs,88,Oklahoma City Thunder,100
04/05/13,Philadelphia 76ers,101,Atlanta Hawks,90
04/05/13,Cleveland Cavaliers,97,Boston Celtics,91
04/05/13,Miami Heat,89,Charlotte Bobcats,79
04/05/13,Orlando Magic,86,Chicago Bulls,87
04/05/13,Oklahoma City Thunder,97,Indiana Pacers,75
04/05/13,Memphis Grizzlies,84,Los Angeles Lakers,86
04/05/13,Toronto Raptors,95,Minnesota Timberwolves,93
04/05/13,Milwaukee Bucks,83,New York Knicks,101
04/05/13,Golden State Warriors,111,Phoenix Suns,107
04/05/13,Houston Rockets,116,Portland Trail Blazers,98
04/05/13,Dallas Mavericks,117,Sacramento Kings,108
04/05/13,New Orleans Hornets,83,Utah Jazz,95
04/06/13,Charlotte Bobcats,96,Brooklyn Nets,105
04/06/13,Houston Rockets,114,Denver Nuggets,132
04/06/13,Philadelphia 76ers,87,Miami Heat,106
04/06/13,Toronto Raptors,83,Milwaukee Bucks,100
04/06/13,Detroit Pistons,101,Minnesota Timberwolves,107
04/06/13,Atlanta Hawks,97,San Antonio Spurs,99
04/06/13,Indiana Pacers,85,Washington Wizards,104
04/07/13,Washington Wizards,96,Boston Celtics,107
04/07/13,Orlando Magic,85,Cleveland Cavaliers,91
04/07/13,Chicago Bulls,85,Detroit Pistons,99
04/07/13,Utah Jazz,97,Golden State Warriors,90
04/07/13,Los Angeles Lakers,95,Los Angeles Clippers,109
04/07/13,New York Knicks,125,Oklahoma City Thunder,120
04/07/13,New Orleans Hornets,95,Phoenix Suns,92
04/07/13,Dallas Mavericks,96,Portland Trail Blazers,91
04/07/13,Memphis Grizzlies,89,Sacramento Kings,87
04/09/13,Philadelphia 76ers,83,Brooklyn Nets,104
04/09/13,Toronto Raptors,101,Chicago Bulls,98
04/09/13,Minnesota Timberwolves,89,Golden State Warriors,105
04/09/13,Phoenix Suns,98,Houston Rockets,101
04/09/13,Cleveland Cavaliers,94,Indiana Pacers,99
04/09/13,New Orleans Hornets,96,Los Angeles Lakers,104
04/09/13,Charlotte Bobcats,75,Memphis Grizzlies,94
04/09/13,Milwaukee Bucks,83,Miami Heat,94
04/09/13,Washington Wizards,99,New York Knicks,120
04/09/13,Oklahoma City Thunder,90,Utah Jazz,80
04/10/13,Brooklyn Nets,101,Boston Celtics,93
04/10/13,Detroit Pistons,111,Cleveland Cavaliers,104
04/10/13,Phoenix Suns,102,Dallas Mavericks,91
04/10/13,San Antonio Spurs,86,Denver Nuggets,96
04/10/13,Minnesota Timberwolves,95,Los Angeles Clippers,111
04/10/13,Milwaukee Bucks,103,Orlando Magic,113
04/10/13,Atlanta Hawks,124,Philadelphia 76ers,101
04/10/13,Los Angeles Lakers,113,Portland Trail Blazers,106
04/10/13,New Orleans Hornets,110,Sacramento Kings,121
04/10/13,Miami Heat,103,Washington Wizards,98
04/11/13,New York Knicks,111,Chicago Bulls,118
04/11/13,Oklahoma City Thunder,116,Golden State Warriors,97
04/12/13,Milwaukee Bucks,104,Atlanta Hawks,109
04/12/13,New York Knicks,101,Cleveland Cavaliers,91
04/12/13,Denver Nuggets,105,Dallas Mavericks,108
04/12/13,Charlotte Bobcats,93,Detroit Pistons,113
04/12/13,Memphis Grizzlies,82,Houston Rockets,78
04/12/13,Brooklyn Nets,117,Indiana Pacers,109
04/12/13,Golden State Warriors,116,Los Angeles Lakers,118
04/12/13,Boston Celtics,101,Miami Heat,109
04/12/13,Los Angeles Clippers,96,New Orleans Hornets,93
04/12/13,Oklahoma City Thunder,106,Portland Trail Blazers,90
04/12/13,Sacramento Kings,101,San Antonio Spurs,108
04/12/13,Chicago Bulls,88,Toronto Raptors,97
04/12/13,Minnesota Timberwolves,100,Utah Jazz,107
04/12/13,Philadelphia 76ers,97,Washington Wizards,86
04/13/13,Milwaukee Bucks,85,Charlotte Bobcats,95
04/13/13,Los Angeles Clippers,91,Memphis Grizzlies,87
04/13/13,Phoenix Suns,93,Minnesota Timberwolves,105
04/13/13,Boston Celtics,120,Orlando Magic,88
04/14/13,Portland Trail Blazers,109,Denver Nuggets,118
04/14/13,Sacramento Kings,100,Houston Rockets,121
04/14/13,San Antonio Spurs,86,Los Angeles Lakers,91
04/14/13,Chicago Bulls,93,Miami Heat,105
04/14/13,Dallas Mavericks,107,New Orleans Hornets,89
04/14/13,Indiana Pacers,80,New York Knicks,90
04/14/13,Cleveland Cavaliers,77,Philadelphia 76ers,91
04/14/13,Brooklyn Nets,87,Toronto Raptors,93
04/15/13,Washington Wizards,101,Brooklyn Nets,106
04/15/13,New York Knicks,95,Charlotte Bobcats,106
04/15/13,Miami Heat,96,Cleveland Cavaliers,95
04/15/13,Memphis Grizzlies,103,Dallas Mavericks,97
04/15/13,Philadelphia 76ers,101,Detroit Pistons,109
04/15/13,San Antonio Spurs,106,Golden State Warriors,116
04/15/13,Denver Nuggets,112,Milwaukee Bucks,111
04/15/13,Utah Jazz,96,Minnesota Timberwolves,80
04/15/13,Sacramento Kings,95,Oklahoma City Thunder,104
04/15/13,Chicago Bulls,102,Orlando Magic,84
04/15/13,Houston Rockets,112,Phoenix Suns,119
04/16/13,Toronto Raptors,113,Atlanta Hawks,96
04/16/13,Portland Trail Blazers,77,Los Angeles Clippers,93
04/17/13,Detroit Pistons,99,Brooklyn Nets,103
04/17/13,Cleveland Cavaliers,98,Charlotte Bobcats,105
04/17/13,Washington Wizards,92,Chicago Bulls,95
04/17/13,New Orleans Hornets,87,Dallas Mavericks,99
04/17/13,Phoenix Suns,98,Denver Nuggets,118
04/17/13,Philadelphia 76ers,105,Indiana Pacers,95
04/17/13,Houston Rockets,95,Los Angeles Lakers,99
04/17/13,Utah Jazz,70,Memphis Grizzlies,86
04/17/13,Orlando Magic,93,Miami Heat,105
04/17/13,Atlanta Hawks,92,New York Knicks,98
04/17/13,Milwaukee Bucks,95,Oklahoma City Thunder,89
04/17/13,Golden State Warriors,99,Portland Trail Blazers,88
04/17/13,Los Angeles Clippers,112,Sacramento Kings,108
04/17/13,Minnesota Timberwolves,108,San Antonio Spurs,95
04/17/13,Boston Celtics,90,Toronto Raptors,114
04/20/13,Chicago Bulls,89,Brooklyn Nets,106
04/20/13,Golden State Warriors,95,Denver Nuggets,97
04/20/13,Memphis Grizzlies,91,Los Angeles Clippers,112
04/20/13,Boston Celtics,78,New York Knicks,85
04/21/13,Atlanta Hawks,90,Indiana Pacers,107
04/21/13,Milwaukee Bucks,87,Miami Heat,110
04/21/13,Houston Rockets,91,Oklahoma City Thunder,120
04/21/13,Los Angeles Lakers,79,San Antonio Spurs,91
04/22/13,Chicago Bulls,90,Brooklyn Nets,82
04/22/13,Memphis Grizzlies,91,Los Angeles Clippers,93
04/23/13,Golden State Warriors,131,Denver Nuggets,117
04/23/13,Milwaukee Bucks,86,Miami Heat,98
04/23/13,Boston Celtics,71,New York Knicks,87
04/24/13,Atlanta Hawks,98,Indiana Pacers,113
04/24/13,Houston Rockets,102,Oklahoma City Thunder,105
04/24/13,Los Angeles Lakers,91,San Antonio Spurs,102
04/25/13,Brooklyn Nets,76,Chicago Bulls,79
04/25/13,Los Angeles Clippers,82,Memphis Grizzlies,94
04/25/13,Miami Heat,104,Milwaukee Bucks,91
04/26/13,New York Knicks,90,Boston Celtics,76
04/26/13,Denver Nuggets,108,Golden State Warriors,110
04/26/13,San Antonio Spurs,120,Los Angeles Lakers,89
04/27/13,Indiana Pacers,69,Atlanta Hawks,90
04/27/13,Brooklyn Nets,134,Chicago Bulls,142
04/27/13,Oklahoma City Thunder,104,Houston Rockets,101
04/27/13,Los Angeles Clippers,83,Memphis Grizzlies,104
04/28/13,New York Knicks,90,Boston Celtics,97
04/28/13,Denver Nuggets,101,Golden State Warriors,115
04/28/13,San Antonio Spurs,103,Los Angeles Lakers,82
04/28/13,Miami Heat,88,Milwaukee Bucks,77
04/29/13,Indiana Pacers,91,Atlanta Hawks,102
04/29/13,Chicago Bulls,91,Brooklyn Nets,110
04/29/13,Oklahoma City Thunder,103,Houston Rockets,105
04/30/13,Golden State Warriors,100,Denver Nuggets,107
04/30/13,Memphis Grizzlies,103,Los Angeles Clippers,93
05/01/13,Atlanta Hawks,83,Indiana Pacers,106
05/01/13,Boston Celtics,92,New York Knicks,86
05/01/13,Houston Rockets,107,Oklahoma City Thunder,100
05/02/13,Brooklyn Nets,95,Chicago Bulls,92
05/02/13,Denver Nuggets,88,Golden State Warriors,92
05/03/13,Indiana Pacers,81,Atlanta Hawks,73
05/03/13,New York Knicks,88,Boston Celtics,80
05/03/13,Oklahoma City Thunder,103,Houston Rockets,94
05/03/13,Los Angeles Clippers,105,Memphis Grizzlies,118
05/04/13,Chicago Bulls,99,Brooklyn Nets,93
05/05/13,Indiana Pacers,102,New York Knicks,95
05/05/13,Memphis Grizzlies,91,Oklahoma City Thunder,93
05/06/13,Chicago Bulls,93,Miami Heat,86
05/06/13,Golden State Warriors,127,San Antonio Spurs,129
05/07/13,Indiana Pacers,79,New York Knicks,105
05/07/13,Memphis Grizzlies,99,Oklahoma City Thunder,93
05/08/13,Chicago Bulls,78,Miami Heat,115
05/08/13,Golden State Warriors,100,San Antonio Spurs,91
05/10/13,Miami Heat,104,Chicago Bulls,94
05/10/13,San Antonio Spurs,102,Golden State Warriors,92
05/11/13,New York Knicks,71,Indiana Pacers,82
05/11/13,Oklahoma City Thunder,81,Memphis Grizzlies,87
05/12/13,San Antonio Spurs,87,Golden State Warriors,97
05/13/13,Miami Heat,88,Chicago Bulls,65
05/13/13,Oklahoma City Thunder,97,Memphis Grizzlies,103
05/14/13,New York Knicks,82,Indiana Pacers,93
05/14/13,Golden State Warriors,91,San Antonio Spurs,109
05/15/13,Chicago Bulls,91,Miami Heat,94
05/15/13,Memphis Grizzlies,88,Oklahoma City Thunder,84
05/16/13,San Antonio Spurs,94,Golden State Warriors,82
05/16/13,Indiana Pacers,75,New York Knicks,85
05/18/13,New York Knicks,99,Indiana Pacers,106
05/19/13,Memphis Grizzlies,83,San Antonio Spurs,105
05/21/13,Memphis Grizzlies,89,San Antonio Spurs,93
05/22/13,Indiana Pacers,102,Miami Heat,103
05/24/13,Indiana Pacers,97,Miami Heat,93
05/25/13,San Antonio Spurs,104,Memphis Grizzlies,93
05/26/13,Miami Heat,114,Indiana Pacers,96
05/27/13,San Antonio Spurs,93,Memphis Grizzlies,86
05/28/13,Miami Heat,92,Indiana Pacers,99
05/30/13,Indiana Pacers,79,Miami Heat,90
06/01/13,Miami Heat,77,Indiana Pacers,91
06/03/13,Indiana Pacers,76,Miami Heat,99
06/06/13,San Antonio Spurs,92,Miami Heat,88
06/09/13,San Antonio Spurs,84,Miami Heat,103
06/11/13,Miami Heat,77,San Antonio Spurs,113
06/13/13,Miami Heat,109,San Antonio Spurs,93
06/16/13,Miami Heat,104,San Antonio Spurs,114
06/18/13,San Antonio Spurs,100,Miami Heat,103
06/20/13,San Antonio Spurs,88,Miami Heat,95
